time,source,dest,edge_rate
0.0,0,1,70.28143576105512
0.05025125628140704,0,1,71.77696642134019
0.10050251256281408,0,1,71.06896144190404
0.15075376884422112,0,1,71.72354637394453
0.20100502512562815,0,1,71.32474569707921
0.2512562814070352,0,1,70.1471794854673
0.30150753768844224,0,1,70.50008211198333
0.35175879396984927,0,1,72.075039086774
0.4020100502512563,0,1,71.05828800383316
0.45226130653266333,0,1,71.56226531971217
0.5025125628140704,0,1,71.90715733543105
0.5527638190954774,0,1,71.27361952863654
0.6030150753768845,0,1,70.72588963907143
0.6532663316582915,0,1,71.48891681124655
0.7035175879396985,0,1,71.25579586122609
0.7537688442211056,0,1,70.6025842166878
0.8040201005025126,0,1,71.51583318041381
0.8542713567839196,0,1,71.75638604568174
0.9045226130653267,0,1,72.00044288198748
0.9547738693467337,0,1,71.45269139803706
1.0050251256281408,0,1,71.32242795327308
1.0552763819095479,0,1,70.89732357879154
1.105527638190955,0,1,70.92842685612283
1.155778894472362,0,1,71.79984935561455
1.206030150753769,0,1,71.09410971520823
1.256281407035176,0,1,70.77752695104581
1.306532663316583,0,1,70.95152018284845
1.35678391959799,0,1,70.3951728559538
1.407035175879397,0,1,70.8325829042416
1.4572864321608041,0,1,71.2605755827843
1.5075376884422111,0,1,71.24780728436322
1.5577889447236182,0,1,71.16607328771515
1.6080402010050252,0,1,71.61535452292561
1.6582914572864322,0,1,71.07218829663408
1.7085427135678393,0,1,71.9041491000319
1.7587939698492463,0,1,71.50252211387021
1.8090452261306533,0,1,71.77485810760878
1.8592964824120604,0,1,71.56011084433258
1.9095477386934674,0,1,71.37245377285653
1.9597989949748744,0,1,72.03151258441
2.0100502512562817,0,1,71.2079842206402
2.0603015075376887,0,1,72.71191977209682
2.1105527638190957,0,1,71.06822631294169
2.1608040201005028,0,1,71.46982047172183
2.21105527638191,0,1,72.08030073455697
2.261306532663317,0,1,71.7011321425945
2.311557788944724,0,1,72.10803519406649
2.361809045226131,0,1,71.63930788210583
2.412060301507538,0,1,72.15813107911569
2.462311557788945,0,1,71.76409692747627
2.512562814070352,0,1,71.32621574000204
2.562814070351759,0,1,72.06431188262485
2.613065326633166,0,1,72.82103903644301
2.663316582914573,0,1,72.02599712664173
2.71356783919598,0,1,71.8040668704118
2.763819095477387,0,1,71.91132971616422
2.814070351758794,0,1,71.49873796507755
2.864321608040201,0,1,72.55295932754208
2.9145728643216082,0,1,72.7202501631895
2.9648241206030153,0,1,71.66526321976421
3.0150753768844223,0,1,72.866410993676
3.0653266331658293,0,1,73.43601569090706
3.1155778894472363,0,1,71.93345497712728
3.1658291457286434,0,1,72.72455565035372
3.2160804020100504,0,1,73.28328623915503
3.2663316582914574,0,1,73.46892449137559
3.3165829145728645,0,1,72.36921391510553
3.3668341708542715,0,1,73.3235757582792
3.4170854271356785,0,1,72.20840658066908
3.4673366834170856,0,1,72.32579830388158
3.5175879396984926,0,1,73.56566445627976
3.5678391959798996,0,1,71.9524353176116
3.6180904522613067,0,1,73.47046415315363
3.6683417085427137,0,1,73.24943981263539
3.7185929648241207,0,1,73.23643130906498
3.7688442211055277,0,1,73.70295198639813
3.819095477386935,0,1,73.05262200451558
3.869346733668342,0,1,73.6417671792913
3.919597989949749,0,1,73.12496959929368
3.969849246231156,0,1,73.39206875486913
4.020100502512563,0,1,73.89711224640239
4.07035175879397,0,1,73.26038025736361
4.120603015075377,0,1,74.28541751196668
4.170854271356784,0,1,73.51230927259319
4.2211055276381915,0,1,74.48070259814165
4.2713567839195985,0,1,74.40630840506446
4.3216080402010055,0,1,74.17963168253183
4.371859296482413,0,1,74.80191982289281
4.42211055276382,0,1,74.77529820267361
4.472361809045227,0,1,74.93275405951579
4.522613065326634,0,1,74.22143298102638
4.572864321608041,0,1,74.42914037363012
4.623115577889448,0,1,74.35835981959397
4.673366834170855,0,1,75.07459659034568
4.723618090452262,0,1,75.68128142362357
4.773869346733669,0,1,75.73969226181308
4.824120603015076,0,1,75.91741319212716
4.874371859296483,0,1,75.94706126780515
4.92462311557789,0,1,75.53581807050463
4.974874371859297,0,1,76.0689184072032
5.025125628140704,0,1,76.20663127495958
5.075376884422111,0,1,75.37998252197742
5.125628140703518,0,1,76.68368058711872
5.175879396984925,0,1,76.80867071337924
5.226130653266332,0,1,76.7041556644117
5.276381909547739,0,1,76.5248777467779
5.326633165829146,0,1,77.22451602311504
5.376884422110553,0,1,76.5169407320799
5.42713567839196,0,1,77.56750844640274
5.477386934673367,0,1,77.61768026394796
5.527638190954774,0,1,78.18855774457117
5.577889447236181,0,1,77.76991850950654
5.628140703517588,0,1,78.20770173158849
5.678391959798995,0,1,77.98555450441329
5.728643216080402,0,1,78.09536503677678
5.778894472361809,0,1,78.35372745147875
5.8291457286432165,0,1,79.01444376244416
5.8793969849246235,0,1,78.92988479260914
5.9296482412060305,0,1,79.2508840170948
5.9798994974874375,0,1,80.56968252210673
6.030150753768845,0,1,78.76746370422325
6.080402010050252,0,1,79.35260078823526
6.130653266331659,0,1,79.86637759741205
6.180904522613066,0,1,79.68088138984562
6.231155778894473,0,1,80.13393884843748
6.28140703517588,0,1,80.49219474900315
6.331658291457287,0,1,80.36068071125733
6.381909547738694,0,1,81.37958589575018
6.432160804020101,0,1,81.57702195973458
6.482412060301508,0,1,81.49230726212868
6.532663316582915,0,1,81.93299631607393
6.582914572864322,0,1,81.73870908956486
6.633165829145729,0,1,82.31442856824437
6.683417085427136,0,1,82.75254710023243
6.733668341708543,0,1,82.2984400806795
6.78391959798995,0,1,82.42810734410457
6.834170854271357,0,1,83.07053550841995
6.884422110552764,0,1,83.47540326018726
6.934673366834171,0,1,83.71370221060924
6.984924623115578,0,1,84.27161263048978
7.035175879396985,0,1,84.29358971500262
7.085427135678392,0,1,84.70076494498211
7.135678391959799,0,1,85.16332355948317
7.185929648241206,0,1,84.69421981468035
7.236180904522613,0,1,84.9006021421328
7.28643216080402,0,1,85.08122536499556
7.336683417085427,0,1,86.55414609827614
7.386934673366834,0,1,86.29659055603172
7.437185929648241,0,1,86.60418774021788
7.4874371859296485,0,1,87.48449536622428
7.5376884422110555,0,1,86.78126434999889
7.5879396984924625,0,1,87.65733160900564
7.63819095477387,0,1,87.99239379487649
7.688442211055277,0,1,89.42050073631614
7.738693467336684,0,1,87.82035264567824
7.788944723618091,0,1,89.57175682123462
7.839195979899498,0,1,89.5721704142227
7.889447236180905,0,1,89.29684497141365
7.939698492462312,0,1,89.60500316655056
7.989949748743719,0,1,90.60957383104987
8.040201005025127,0,1,91.9327041871077
8.090452261306533,0,1,90.69942798572426
8.14070351758794,0,1,92.3135066830783
8.190954773869347,0,1,92.2767760576718
8.241206030150755,0,1,92.64823691172813
8.291457286432161,0,1,93.36644282173557
8.341708542713569,0,1,92.30896150311065
8.391959798994975,0,1,92.36842650676455
8.442211055276383,0,1,92.90094589477206
8.492462311557789,0,1,94.18969774318718
8.542713567839197,0,1,94.40314673322031
8.592964824120603,0,1,95.13886209141717
8.643216080402011,0,1,95.50656099415747
8.693467336683417,0,1,95.15402522278141
8.743718592964825,0,1,96.3625976402589
8.793969849246231,0,1,96.30436584814541
8.84422110552764,0,1,97.95078113713788
8.894472361809045,0,1,97.16866528367427
8.944723618090453,0,1,98.23373510068787
8.99497487437186,0,1,98.68859547754911
9.045226130653267,0,1,99.50046018934877
9.095477386934673,0,1,99.73597924318713
9.145728643216081,0,1,99.51460921616246
9.195979899497488,0,1,100.38874510442714
9.246231155778895,0,1,101.11091153964034
9.296482412060302,0,1,101.4693449760168
9.34673366834171,0,1,101.79853598841778
9.396984924623116,0,1,101.9672935693782
9.447236180904524,0,1,103.26944529161912
9.49748743718593,0,1,103.70595025814134
9.547738693467338,0,1,103.46678966989495
9.597989949748744,0,1,104.43641453331863
9.648241206030152,0,1,104.12218321634371
9.698492462311558,0,1,105.19769580428712
9.748743718592966,0,1,105.57702860185235
9.798994974874372,0,1,105.91739844637623
9.84924623115578,0,1,107.44368933990599
9.899497487437186,0,1,107.15949915071923
9.949748743718594,0,1,107.35856998002045
10.0,0,1,108.81042772336166
0.0,0,1,71.52637286396185
0.05025125628140704,0,1,71.29779000131973
0.10050251256281408,0,1,71.45536385359095
0.15075376884422112,0,1,71.69191345994616
0.20100502512562815,0,1,71.48414884593126
0.2512562814070352,0,1,70.29832571381708
0.30150753768844224,0,1,71.49352653069708
0.35175879396984927,0,1,71.70537794047127
0.4020100502512563,0,1,70.90238869733034
0.45226130653266333,0,1,71.18890292811338
0.5025125628140704,0,1,71.71288379762393
0.5527638190954774,0,1,70.53808281537758
0.6030150753768845,0,1,71.49288328456102
0.6532663316582915,0,1,71.21848423264584
0.7035175879396985,0,1,71.3023998423317
0.7537688442211056,0,1,71.35733020344317
0.8040201005025126,0,1,71.47278454995141
0.8542713567839196,0,1,71.30197877686035
0.9045226130653267,0,1,71.79185144870489
0.9547738693467337,0,1,71.98502246733796
1.0050251256281408,0,1,71.47308426678794
1.0552763819095479,0,1,71.23792702512087
1.105527638190955,0,1,71.58392223994004
1.155778894472362,0,1,70.80236505764954
1.206030150753769,0,1,71.907340185382
1.256281407035176,0,1,71.77219292984284
1.306532663316583,0,1,71.6477344125337
1.35678391959799,0,1,71.47644468425095
1.407035175879397,0,1,70.94235263120078
1.4572864321608041,0,1,71.00362282726425
1.5075376884422111,0,1,71.3668812064044
1.5577889447236182,0,1,71.14511268733303
1.6080402010050252,0,1,70.74426040658695
1.6582914572864322,0,1,71.44682692510736
1.7085427135678393,0,1,70.88181620741587
1.7587939698492463,0,1,71.18932466482809
1.8090452261306533,0,1,71.64776068255586
1.8592964824120604,0,1,72.63120871096156
1.9095477386934674,0,1,70.38024237161042
1.9597989949748744,0,1,72.13706961023966
2.0100502512562817,0,1,71.72418835810936
2.0603015075376887,0,1,70.88851593731069
2.1105527638190957,0,1,72.2839273271014
2.1608040201005028,0,1,71.755392621774
2.21105527638191,0,1,71.7547629837396
2.261306532663317,0,1,70.439880498041
2.311557788944724,0,1,72.52952755553676
2.361809045226131,0,1,71.47375346390605
2.412060301507538,0,1,71.98806329625955
2.462311557788945,0,1,71.57092022022097
2.512562814070352,0,1,71.54597614250811
2.562814070351759,0,1,72.52878493713304
2.613065326633166,0,1,72.75919685947271
2.663316582914573,0,1,71.3577163689655
2.71356783919598,0,1,72.98425641850248
2.763819095477387,0,1,71.82258485315482
2.814070351758794,0,1,72.05298215289316
2.864321608040201,0,1,72.04701710347129
2.9145728643216082,0,1,72.48619826896056
2.9648241206030153,0,1,71.84091620907304
3.0150753768844223,0,1,72.41786384346393
3.0653266331658293,0,1,71.58269992430678
3.1155778894472363,0,1,71.94039512625119
3.1658291457286434,0,1,72.02893581964699
3.2160804020100504,0,1,72.62050820073726
3.2663316582914574,0,1,73.43585295096838
3.3165829145728645,0,1,72.82296907249507
3.3668341708542715,0,1,72.39154473833027
3.4170854271356785,0,1,72.95879570103914
3.4673366834170856,0,1,72.6908106527154
3.5175879396984926,0,1,72.78682913449369
3.5678391959798996,0,1,72.35623650266993
3.6180904522613067,0,1,72.42995747415931
3.6683417085427137,0,1,73.55674122809911
3.7185929648241207,0,1,73.83198417794571
3.7688442211055277,0,1,72.53692607517046
3.819095477386935,0,1,72.6658060481492
3.869346733668342,0,1,74.25419687886055
3.919597989949749,0,1,73.13134206604614
3.969849246231156,0,1,73.66241595139138
4.020100502512563,0,1,73.79487127733866
4.07035175879397,0,1,73.83007026573428
4.120603015075377,0,1,73.19680698215672
4.170854271356784,0,1,73.25093668151223
4.2211055276381915,0,1,73.39344051760298
4.2713567839195985,0,1,73.63285384864653
4.3216080402010055,0,1,74.45613098527579
4.371859296482413,0,1,74.64207517521848
4.42211055276382,0,1,74.47594998858185
4.472361809045227,0,1,74.65000732535647
4.522613065326634,0,1,73.94275871613807
4.572864321608041,0,1,74.21229384792879
4.623115577889448,0,1,74.75565020245944
4.673366834170855,0,1,75.56943110936469
4.723618090452262,0,1,75.97342088993135
4.773869346733669,0,1,75.21382120192978
4.824120603015076,0,1,75.16396499964114
4.874371859296483,0,1,76.0151813364106
4.92462311557789,0,1,76.34437887167809
4.974874371859297,0,1,76.04429684231789
5.025125628140704,0,1,76.69277742795026
5.075376884422111,0,1,76.54677473391469
5.125628140703518,0,1,75.8090293997525
5.175879396984925,0,1,75.87000646026621
5.226130653266332,0,1,76.1141525692121
5.276381909547739,0,1,76.68103469067499
5.326633165829146,0,1,77.1090140908444
5.376884422110553,0,1,76.72203032722496
5.42713567839196,0,1,77.4909700580652
5.477386934673367,0,1,77.60168645226724
5.527638190954774,0,1,77.24677879671802
5.577889447236181,0,1,77.98488088339677
5.628140703517588,0,1,77.65480142181407
5.678391959798995,0,1,77.85690522615599
5.728643216080402,0,1,77.77104226223322
5.778894472361809,0,1,78.95709813451795
5.8291457286432165,0,1,78.94010384743991
5.8793969849246235,0,1,79.61820368735381
5.9296482412060305,0,1,79.43151745733532
5.9798994974874375,0,1,79.55154666295991
6.030150753768845,0,1,79.14760304095532
6.080402010050252,0,1,80.2667948626538
6.130653266331659,0,1,80.08799254956251
6.180904522613066,0,1,79.66610030510941
6.231155778894473,0,1,80.92561485359839
6.28140703517588,0,1,81.17180328016248
6.331658291457287,0,1,80.00450122656105
6.381909547738694,0,1,81.81716692947569
6.432160804020101,0,1,82.19565390595054
6.482412060301508,0,1,81.81418966024135
6.532663316582915,0,1,82.64149166907123
6.582914572864322,0,1,82.01989585928077
6.633165829145729,0,1,82.21534421160189
6.683417085427136,0,1,82.83972704870108
6.733668341708543,0,1,82.50508008968762
6.78391959798995,0,1,83.0700836386835
6.834170854271357,0,1,83.22579032862166
6.884422110552764,0,1,82.62899197677287
6.934673366834171,0,1,83.1988451597631
6.984924623115578,0,1,84.2037391539126
7.035175879396985,0,1,84.79150098689563
7.085427135678392,0,1,84.70931516034082
7.135678391959799,0,1,84.82755445781503
7.185929648241206,0,1,84.50097677649784
7.236180904522613,0,1,85.25432385384315
7.28643216080402,0,1,85.95063078818998
7.336683417085427,0,1,86.38457555310846
7.386934673366834,0,1,86.52689547760858
7.437185929648241,0,1,87.25533441329365
7.4874371859296485,0,1,87.80726684573466
7.5376884422110555,0,1,87.17261640780595
7.5879396984924625,0,1,87.25909105116912
7.63819095477387,0,1,87.81498080950595
7.688442211055277,0,1,89.0039215443356
7.738693467336684,0,1,88.02201308149404
7.788944723618091,0,1,88.9834906372848
7.839195979899498,0,1,89.27618451615426
7.889447236180905,0,1,89.56290470107035
7.939698492462312,0,1,90.28302151528435
7.989949748743719,0,1,90.63820265825649
8.040201005025127,0,1,90.17785377714567
8.090452261306533,0,1,91.26399417469416
8.14070351758794,0,1,91.33552510934824
8.190954773869347,0,1,92.20469658806974
8.241206030150755,0,1,91.94985523603633
8.291457286432161,0,1,93.03921269098197
8.341708542713569,0,1,92.2907233078215
8.391959798994975,0,1,93.20966051758266
8.442211055276383,0,1,93.01266274309201
8.492462311557789,0,1,92.79064069483476
8.542713567839197,0,1,94.51283326878956
8.592964824120603,0,1,95.31998995907374
8.643216080402011,0,1,96.28600275094087
8.693467336683417,0,1,95.46157202486421
8.743718592964825,0,1,95.83691956656364
8.793969849246231,0,1,96.53515380258477
8.84422110552764,0,1,96.85025024643477
8.894472361809045,0,1,97.32788761359221
8.944723618090453,0,1,98.20301143758762
8.99497487437186,0,1,98.33111867374579
9.045226130653267,0,1,98.21337150273719
9.095477386934673,0,1,98.87552370719622
9.145728643216081,0,1,99.1374074237017
9.195979899497488,0,1,100.62902620892227
9.246231155778895,0,1,100.33647989923843
9.296482412060302,0,1,100.8049966428451
9.34673366834171,0,1,101.39767191655508
9.396984924623116,0,1,102.28840322497291
9.447236180904524,0,1,102.34523148964024
9.49748743718593,0,1,103.79459241781127
9.547738693467338,0,1,103.33907975431731
9.597989949748744,0,1,104.41811366902581
9.648241206030152,0,1,104.96126533988021
9.698492462311558,0,1,105.35341173235463
9.748743718592966,0,1,104.76333524634964
9.798994974874372,0,1,106.77606250321233
9.84924623115578,0,1,106.32317392007799
9.899497487437186,0,1,107.36746743450952
9.949748743718594,0,1,107.78176572401041
10.0,0,1,108.77015707017556
0.0,0,1,71.23362344302049
0.05025125628140704,0,1,71.33645364801241
0.10050251256281408,0,1,71.18332953715716
0.15075376884422112,0,1,71.31057983373448
0.20100502512562815,0,1,70.72704264568952
0.2512562814070352,0,1,72.06225760284178
0.30150753768844224,0,1,71.05300807632243
0.35175879396984927,0,1,71.51131311795163
0.4020100502512563,0,1,71.73233674913624
0.45226130653266333,0,1,71.7460895429573
0.5025125628140704,0,1,71.79703848926063
0.5527638190954774,0,1,71.7873573626213
0.6030150753768845,0,1,71.12747210558051
0.6532663316582915,0,1,71.66022115554959
0.7035175879396985,0,1,71.05131091761533
0.7537688442211056,0,1,71.2805422843351
0.8040201005025126,0,1,71.48918889286001
0.8542713567839196,0,1,71.42094490953046
0.9045226130653267,0,1,70.61224943144947
0.9547738693467337,0,1,72.25508200409715
1.0050251256281408,0,1,71.68652989550283
1.0552763819095479,0,1,71.30724925080115
1.105527638190955,0,1,71.38665059335604
1.155778894472362,0,1,70.81264874968183
1.206030150753769,0,1,70.85550080530088
1.256281407035176,0,1,71.63669356666985
1.306532663316583,0,1,71.83535616339358
1.35678391959799,0,1,70.88017213071534
1.407035175879397,0,1,71.92991041468215
1.4572864321608041,0,1,70.83607324294024
1.5075376884422111,0,1,71.4440757197499
1.5577889447236182,0,1,72.17559582560023
1.6080402010050252,0,1,71.76285686459248
1.6582914572864322,0,1,71.02581337558375
1.7085427135678393,0,1,71.32999465658521
1.7587939698492463,0,1,71.79110031553658
1.8090452261306533,0,1,71.42183754248131
1.8592964824120604,0,1,72.14941105297395
1.9095477386934674,0,1,71.94272372964846
1.9597989949748744,0,1,72.02238057932904
2.0100502512562817,0,1,71.40075648842442
2.0603015075376887,0,1,71.88834148559656
2.1105527638190957,0,1,71.61799567901582
2.1608040201005028,0,1,70.54643844347034
2.21105527638191,0,1,71.68374972011229
2.261306532663317,0,1,71.39290728637249
2.311557788944724,0,1,71.66368710372122
2.361809045226131,0,1,70.64676888186577
2.412060301507538,0,1,72.04187599542048
2.462311557788945,0,1,71.69473448301648
2.512562814070352,0,1,71.00900036006443
2.562814070351759,0,1,71.27560473853478
2.613065326633166,0,1,71.83950979611554
2.663316582914573,0,1,73.17563285633268
2.71356783919598,0,1,72.10031622772324
2.763819095477387,0,1,72.1315841757651
2.814070351758794,0,1,71.96777252410676
2.864321608040201,0,1,72.03051411498966
2.9145728643216082,0,1,71.97129655573879
2.9648241206030153,0,1,72.0173699293552
3.0150753768844223,0,1,71.8560138260721
3.0653266331658293,0,1,72.57359504209383
3.1155778894472363,0,1,72.45799388907623
3.1658291457286434,0,1,71.94437549180753
3.2160804020100504,0,1,72.30768291450632
3.2663316582914574,0,1,72.9775455764084
3.3165829145728645,0,1,72.26079773407814
3.3668341708542715,0,1,73.43793501562727
3.4170854271356785,0,1,73.15152868752013
3.4673366834170856,0,1,73.99320697260434
3.5175879396984926,0,1,72.90484024486713
3.5678391959798996,0,1,72.67938594027297
3.6180904522613067,0,1,73.70320183113202
3.6683417085427137,0,1,72.75724096706062
3.7185929648241207,0,1,72.8786809322798
3.7688442211055277,0,1,74.18387509883632
3.819095477386935,0,1,73.27627590084859
3.869346733668342,0,1,73.3765622889376
3.919597989949749,0,1,74.41401037065468
3.969849246231156,0,1,73.54264799669834
4.020100502512563,0,1,72.95760505671848
4.07035175879397,0,1,72.81360327137904
4.120603015075377,0,1,73.79122317960606
4.170854271356784,0,1,74.21703450835703
4.2211055276381915,0,1,73.53537945027409
4.2713567839195985,0,1,73.55462110614964
4.3216080402010055,0,1,75.37642662114963
4.371859296482413,0,1,74.88383057174734
4.42211055276382,0,1,75.00025473230748
4.472361809045227,0,1,74.60660434494686
4.522613065326634,0,1,74.22168359646301
4.572864321608041,0,1,73.99674702122525
4.623115577889448,0,1,75.04037659696908
4.673366834170855,0,1,75.67731674671121
4.723618090452262,0,1,74.68956944153287
4.773869346733669,0,1,76.04437959195984
4.824120603015076,0,1,76.22794317321099
4.874371859296483,0,1,75.21793511248646
4.92462311557789,0,1,75.95609330553236
4.974874371859297,0,1,75.10128852727408
5.025125628140704,0,1,76.90367560138684
5.075376884422111,0,1,76.21247837202998
5.125628140703518,0,1,76.6153483015818
5.175879396984925,0,1,76.42357921397272
5.226130653266332,0,1,77.0299685944739
5.276381909547739,0,1,76.3786901297413
5.326633165829146,0,1,75.9909260446302
5.376884422110553,0,1,76.08127782606898
5.42713567839196,0,1,76.59820858698593
5.477386934673367,0,1,76.36247300610931
5.527638190954774,0,1,77.64053863465827
5.577889447236181,0,1,78.05646291185384
5.628140703517588,0,1,77.6768965055945
5.678391959798995,0,1,78.58006182259261
5.728643216080402,0,1,78.59461916802786
5.778894472361809,0,1,78.03156131927159
5.8291457286432165,0,1,78.25785065807963
5.8793969849246235,0,1,80.31004991639523
5.9296482412060305,0,1,79.39377280915534
5.9798994974874375,0,1,79.43208361044219
6.030150753768845,0,1,79.0898268729674
6.080402010050252,0,1,80.2765090734997
6.130653266331659,0,1,79.46730330242335
6.180904522613066,0,1,79.92570739753124
6.231155778894473,0,1,80.01204331550068
6.28140703517588,0,1,79.64768489944403
6.331658291457287,0,1,80.20732086051677
6.381909547738694,0,1,80.46563175784422
6.432160804020101,0,1,81.29378718582444
6.482412060301508,0,1,81.0965585969483
6.532663316582915,0,1,81.65593731524861
6.582914572864322,0,1,82.5960035689625
6.633165829145729,0,1,82.5180513751861
6.683417085427136,0,1,82.92536769115029
6.733668341708543,0,1,83.15227526504395
6.78391959798995,0,1,83.21785043691351
6.834170854271357,0,1,83.42874837370533
6.884422110552764,0,1,82.89609224094824
6.934673366834171,0,1,83.66594981910765
6.984924623115578,0,1,84.1785290037988
7.035175879396985,0,1,84.44426293954302
7.085427135678392,0,1,84.6679209550597
7.135678391959799,0,1,85.49185340356395
7.185929648241206,0,1,84.88356345066688
7.236180904522613,0,1,84.94104632470597
7.28643216080402,0,1,86.5163082199068
7.336683417085427,0,1,86.36607995118199
7.386934673366834,0,1,87.13730183433564
7.437185929648241,0,1,87.0203484429806
7.4874371859296485,0,1,87.49544645123741
7.5376884422110555,0,1,87.92326591483331
7.5879396984924625,0,1,86.68270487317926
7.63819095477387,0,1,88.42681372312434
7.688442211055277,0,1,88.06956553349242
7.738693467336684,0,1,89.6280304642443
7.788944723618091,0,1,87.8562951026051
7.839195979899498,0,1,89.56279831965193
7.889447236180905,0,1,89.55669199622461
7.939698492462312,0,1,89.17124725044052
7.989949748743719,0,1,89.3664917621378
8.040201005025127,0,1,90.48991917673355
8.090452261306533,0,1,91.70233638925014
8.14070351758794,0,1,91.12235039968196
8.190954773869347,0,1,91.82584762705459
